+0.01566211-0.00000000i, -0.00016701+0.00005184i, -0.00017687+0.00008635i, +0.00008504-0.00017534i, +0.00014078+0.00019776i, -0.00009362+0.00014836i, -0.00005422+0.00010321i, +0.00017911-0.00008031i, -0.00010297+0.00021571i, -0.00005072-0.00000547i, -0.00024011-0.00039685i, +0.00028814-0.00010880i, -0.00000233-0.00000218i, -0.00011433-0.00003282i, -0.00007344+0.00004480i, +0.00002322-0.00012493i, +0.00013828-0.00022634i, +0.00011049+0.00001155i, +0.00013229+0.00017003i, -0.00015210+0.00016457i, -0.00002731-0.00025847i, -0.00007520-0.00000012i, -0.00004431+0.00002481i, +0.00012599-0.00002767i, +0.00018140-0.00013626i, -0.00018234+0.00008112i, -0.00034860-0.00009809i, +0.00008628-0.00011258i, +0.00007421-0.00015548i, +0.00003621-0.00020099i, +0.00000261+0.00007598i, -0.00000811+0.00019110i, +0.00060736+0.00052704i, -0.00021205+0.00007837i, -0.00001029+0.00009189i, +0.00016128-0.00005416i, -0.00005611+0.00035268i, -0.00023895-0.00001375i, -0.00000412+0.00028371i, -0.00005343-0.00001574i, -0.00020954+0.00016014i, -0.00001728-0.00006331i, +0.00006913-0.00018280i, +0.00000621+0.00003801i, +0.00006901-0.00008702i, +0.00006195+0.00000259i, -0.00001498+0.00011055i, -0.00028402-0.00008390i, +0.00007397-0.00033747i, +0.00000937-0.00007643i, +0.00023450+0.00003492i, -0.00010128-0.00002379i, +0.00016203-0.00014247i, +0.00003879-0.00004099i, -0.00009157-0.00015058i, -0.00014329+0.00009040i, -0.00016796-0.00014252i, -0.00007880-0.00003181i, -0.00003083+0.00006102i, -0.00010634+0.00004335i, +0.00010727-0.00001562i, +0.00007037-0.00009365i, +0.00018764-0.00013031i, +0.00030293-0.00002960i
+0.00028814+0.00010880i, +0.00002807+0.00017188i, +0.00005485+0.00012621i, -0.00016853+0.00009783i, +0.00017034-0.00006088i, +0.00011210+0.00014584i, +0.00002462+0.00001415i, -0.00001595+0.00006153i, +0.00047766+0.00007011i, +0.00021587+0.00013744i, -0.00019253-0.00019095i, +0.01537376-0.00000000i, +0.00019055+0.00011750i, +0.00007915+0.00003345i, +0.00005612+0.00005570i, +0.00004473+0.00006307i, +0.00004936-0.00003120i, +0.00005416+0.00000548i, +0.00006613-0.00001752i, -0.00013583+0.00004808i, -0.00012455+0.00006388i, -0.00008498-0.00001145i, -0.00019978-0.00002376i, +0.00003447-0.00013228i, +0.00015103+0.00018166i, -0.00011291+0.00005960i, -0.00001698+0.00006433i, +0.00014851-0.00021839i, -0.00004069-0.00001092i, -0.00010318-0.00019262i, -0.00001836+0.00006783i, -0.00001244+0.00007030i, +0.00019195-0.00003402i, +0.00009023+0.00021006i, +0.00010884+0.00002187i, -0.00002327-0.00012377i, +0.00010431+0.00008631i, -0.00006648+0.00021508i, +0.00003756+0.00003424i, -0.00009750-0.00002807i, +0.00010067+0.00009927i, +0.00000590+0.00012181i, +0.00000728-0.00015007i, +0.00012784+0.00022909i, +0.00002021+0.00003062i, +0.00000968+0.00003523i, -0.00003656-0.00004672i, -0.00023401+0.00010039i, +0.00003578-0.00000223i, +0.00001844-0.00008092i, +0.00003534-0.00011990i, -0.00011089+0.00009863i, +0.00002484-0.00017800i, -0.00007766-0.00019772i, -0.00007224-0.00006074i, +0.00004814+0.00011651i, -0.00013793+0.00007237i, +0.00019049-0.00007898i, +0.00020548+0.00002147i, -0.00031007+0.00020029i, -0.00006099-0.00001966i, +0.00000604-0.00008921i, +0.00000266+0.00007311i, +0.00005014+0.00006869i
-0.00000233+0.00000218i, -0.00012159+0.00000501i, +0.00005210-0.00000758i, -0.00012090-0.00000612i, +0.00013100-0.00000772i, +0.00001643+0.00016346i, -0.00019749-0.00019136i, +0.00020381-0.00019047i, +0.00016134+0.00009345i, +0.00005079+0.00001345i, -0.00062783+0.00005872i, +0.00019055-0.00011750i, +0.01558310-0.00000000i, +0.00001918+0.00022836i, +0.00038518+0.00015047i, -0.00015652+0.00004977i, -0.00001143-0.00004761i, +0.00025656-0.00007381i, +0.00016221-0.00013749i, +0.00012105+0.00033525i, +0.00000273+0.00015003i, -0.00000951-0.00012786i, +0.00010027-0.00034468i, +0.00009751-0.00013539i, +0.00015541+0.00004362i, -0.00017199+0.00001195i, -0.00017406+0.00007554i, -0.00001644-0.00010670i, +0.00017229-0.00019484i, -0.00000349-0.00018374i, +0.00007578+0.00030407i, -0.00011035+0.00000177i, +0.00024545-0.00005045i, +0.00007525+0.00011937i, +0.00010430+0.00022041i, +0.00000193-0.00004758i, +0.00035598+0.00014231i, -0.00011014-0.00003857i, -0.00001661-0.00015274i, -0.00016404+0.00010903i, +0.00003022+0.00010690i, -0.00001937-0.00010828i, +0.00007367-0.00028671i, +0.00002693+0.00000752i, +0.00009021+0.00027243i, +0.00003121+0.00010165i, -0.00010822+0.00007356i, -0.00038790+0.00012724i, +0.00000692+0.00004708i, -0.00001288-0.00004341i, +0.00012558-0.00008800i, -0.00011215+0.00001845i, -0.00008225-0.00023759i, -0.00003213-0.00016493i, -0.00005484-0.00008766i, -0.00003874+0.00017965i, -0.00009931-0.00013368i, -0.00000393-0.00003033i, +0.00025857+0.00023894i, -0.00009252+0.00005645i, -0.00014987+0.00010780i, -0.00002471-0.00027016i, +0.00018287-0.00011680i, +0.00036462-0.00017751i
-0.00011433+0.00003282i, -0.00022933+0.00017696i, +0.00011250-0.00007009i, +0.00002181-0.00012989i, -0.00002983+0.00001767i, -0.00000345-0.00002999i, +0.00015601-0.00010080i, -0.00001968-0.00013924i, +0.00000945+0.00005149i, +0.00017192-0.00000490i, -0.00012139+0.00002059i, +0.00007915-0.00003345i, +0.00001918-0.00022836i, +0.01520088+0.00000000i, -0.00030031+0.00006374i, -0.00002847+0.00009489i, +0.00001326+0.00006752i, -0.00000835-0.00012586i, -0.00001385-0.00000139i, -0.00005152-0.00000420i, +0.00011583+0.00001421i, +0.00002986+0.00016500i, +0.00009845-0.00001699i, -0.00009673-0.00002240i, +0.00004354-0.00001901i, +0.00002673+0.00006115i, +0.00011241-0.00004138i, -0.00004223-0.00000987i, -0.00000303-0.00001205i, +0.00004290-0.00011199i, -0.00000218-0.00013392i, +0.00005402-0.00015562i, -0.00000078-0.00017302i, -0.00001354-0.00008621i, -0.00009871-0.00008331i, -0.00010421+0.00005517i, +0.00003098-0.00003824i, +0.00017591-0.00012343i, +0.00002548-0.00004375i, +0.00003245+0.00015969i, -0.00002874-0.00012078i, +0.00004571+0.00010461i, -0.00011323-0.00001463i, -0.00007276+0.00008434i, -0.00001735-0.00005600i, +0.00024214+0.00007472i, +0.00000679-0.00005955i, +0.00008755+0.00000218i, +0.00003391+0.00000204i, +0.00004738-0.00006949i, -0.00002490+0.00001963i, +0.00008762+0.00008983i, +0.00001621-0.00004171i, -0.00000051+0.00002244i, -0.00005390-0.00004963i, +0.00004198-0.00000268i, -0.00000589-0.00003292i, +0.00006971-0.00015416i, -0.00008116-0.00006408i, -0.00001239+0.00000408i, +0.00000053+0.00006893i, -0.00015078+0.00024953i, +0.00009946-0.00004136i, -0.00009954-0.00013392i
-0.00007344-0.00004480i, +0.00003500+0.00016884i, +0.00017850-0.00016992i, -0.00013290+0.00009903i, +0.00010540-0.00041358i, +0.00011604+0.00017947i, -0.00007089-0.00019473i, -0.00001056-0.00017266i, +0.00041968-0.00002554i, +0.00010806-0.00008132i, -0.00032231+0.00043121i, +0.00005612-0.00005570i, +0.00038518-0.00015047i, -0.00030031-0.00006374i, +0.01591233-0.00000000i, -0.00020390+0.00031274i, -0.00005918-0.00009451i, +0.00000524-0.00004952i, -0.00010223-0.00007645i, +0.00029009+0.00001516i, -0.00030336+0.00024271i, -0.00012583+0.00008776i, -0.00013172+0.00000746i, -0.00022415-0.00001274i, -0.00004276+0.00017973i, -0.00015895+0.00007055i, +0.00016166+0.00025411i, -0.00012522+0.00000731i, -0.00014594-0.00004640i, -0.00005556-0.00015251i, +0.00035798-0.00008173i, +0.00005269-0.00004520i, +0.00020456-0.00024924i, +0.00015702+0.00013332i, +0.00026257-0.00003944i, +0.00000958+0.00001111i, +0.00031580-0.00002715i, -0.00007678+0.00015438i, +0.00002974-0.00007304i, -0.00005158+0.00012591i, +0.00018005+0.00006996i, +0.00001265+0.00005025i, -0.00026297-0.00009623i, +0.00004489-0.00008131i, +0.00005611+0.00019652i, -0.00006324-0.00013867i, +0.00022083+0.00030095i, -0.00006293+0.00030836i, -0.00001126-0.00001668i, -0.00002125+0.00001486i, -0.00009872-0.00013347i, +0.00010955+0.00008230i, -0.00013269-0.00014839i, -0.00020765-0.00004327i, -0.00013192-0.00011786i, +0.00016024+0.00024437i, -0.00000445+0.00009926i, +0.00016274-0.00001452i, +0.00027684+0.00003688i, +0.00005296+0.00022708i, -0.00014600+0.00002086i, -0.00024952-0.00017271i, -0.00015540-0.00005510i, -0.00003411-0.00043700i
+0.00002322+0.00012493i, -0.00009167-0.00023109i, -0.00013203+0.00008502i, +0.00007332-0.00015695i, -0.00022170+0.00026655i, -0.00029202-0.00002566i, -0.00005919+0.00020020i, +0.00014406+0.00020392i, -0.00021223-0.00011438i, +0.00010604+0.00017110i, +0.00011863-0.00016841i, +0.00004473-0.00006307i, -0.00015652-0.00004977i, -0.00002847-0.00009489i, -0.00020390-0.00031274i, +0.01540624+0.00000000i, -0.00006521-0.00000801i, +0.00004101+0.00009480i, +0.00013521+0.00008926i, -0.00023154-0.00002218i, +0.00008232-0.00018238i, +0.00011364-0.00012360i, +0.00003302+0.00000299i, +0.00022456+0.00008308i, +0.00008102+0.00005059i, +0.00011207-0.00013730i, -0.00011181-0.00010857i, +0.00020483+0.00001602i, +0.00004018+0.00003191i, +0.00020059+0.00019960i, -0.00004598+0.00007782i, +0.00024516-0.00011273i, -0.00013325+0.00021043i, -0.00011358-0.00005942i, -0.00010440+0.00008502i, +0.00016661+0.00010611i, -0.00030180+0.00008655i, -0.00007917-0.00032676i, -0.00015613+0.00002427i, -0.00003714-0.00006851i, -0.00012569-0.00013653i, -0.00012704+0.00007669i, +0.00016617+0.00007080i, -0.00007575-0.00012081i, -0.00006827-0.00003794i, +0.00003304+0.00006181i, -0.00002065-0.00004413i, +0.00010075-0.00025619i, +0.00004903-0.00016533i, +0.00008237+0.00002316i, +0.00018882+0.00005146i, -0.00014895-0.00027741i, +0.00014494+0.00002097i, +0.00013888-0.00005593i, +0.00008953+0.00007364i, -0.00014493-0.00012999i, -0.00006141-0.00008109i, -0.00010948+0.00001972i, -0.00002857+0.00012376i, -0.00002170-0.00007993i, +0.00016380+0.00002886i, +0.00024844+0.00008375i, +0.00013965+0.00008537i, -0.00011562+0.00057024i
+0.00013828+0.00022634i, -0.00004970-0.00005371i, +0.00004664-0.00009653i, +0.00001573-0.00019460i, +0.00013491+0.00007789i, -0.00004829+0.00005268i, -0.00007146+0.00013452i, +0.00001126+0.00000660i, -0.00023979+0.00014364i, -0.00013063+0.00002027i, +0.00010629-0.00011368i, +0.00004936+0.00003120i, -0.00001143+0.00004761i, +0.00001326-0.00006752i, -0.00005918+0.00009451i, -0.00006521+0.00000801i, +0.01508419-0.00000000i, +0.00007761+0.00022368i, -0.00030276+0.00003389i, +0.00012572-0.00033536i, +0.00015593+0.00002990i, +0.00000527+0.00002983i, -0.00017334+0.00011977i, +0.00001199+0.00006737i, -0.00019160+0.00009050i, +0.00001050-0.00004397i, +0.00012121-0.00014552i, -0.00004274-0.00001041i, +0.00006458+0.00008834i, -0.00000945-0.00005511i, -0.00013768+0.00000266i, -0.00008025+0.00008868i, +0.00007400-0.00005684i, +0.00002185-0.00011597i, -0.00003979-0.00012827i, -0.00007090-0.00002431i, -0.00030682-0.00002716i, +0.00010234-0.00003738i, -0.00011312-0.00000460i, +0.00000725-0.00004175i, -0.00002934-0.00009873i, -0.00000247-0.00001236i, +0.00007142+0.00008951i, +0.00011299+0.00004915i, -0.00001717+0.00002231i, +0.00008160-0.00002318i, +0.00005382-0.00001856i, +0.00010457-0.00008582i, +0.00011830+0.00012338i, -0.00004596-0.00001418i, -0.00002046+0.00007073i, -0.00006424+0.00001795i, -0.00003584+0.00004631i, +0.00006590+0.00004934i, -0.00000503-0.00008194i, -0.00000093+0.00002229i, +0.00011786+0.00017966i, -0.00006242-0.00004277i, -0.00012602-0.00005021i, +0.00009469+0.00002787i, -0.00001003+0.00017298i, -0.00004553+0.00010986i, +0.00005408+0.00001712i, -0.00003959+0.00011297i
+0.00011049-0.00001155i, +0.00002749+0.00011095i, +0.00002961+0.00010273i, -0.00002798-0.00013949i, +0.00006663+0.00006473i, +0.00003078+0.00018045i, -0.00001766+0.00000873i, +0.00011383-0.00000890i, -0.00010009+0.00006890i, -0.00017352-0.00002349i, -0.00016320-0.00013141i, +0.00005416-0.00000548i, +0.00025656+0.00007381i, -0.00000835+0.00012586i, +0.00000524+0.00004952i, +0.00004101-0.00009480i, +0.00007761-0.00022368i, +0.01537386-0.00000000i, +0.00033913-0.00006767i, -0.00003316-0.00000888i, -0.00010626-0.00007676i, -0.00013906-0.00015112i, +0.00003976-0.00009206i, +0.00027738-0.00008749i, +0.00001939-0.00011494i, -0.00023591+0.00004463i, -0.00011585-0.00016334i, +0.00011160+0.00003023i, +0.00002585+0.00005049i, +0.00005387-0.00002987i, -0.00012114+0.00012564i, -0.00010879-0.00001041i, +0.00023993-0.00001018i, +0.00012383+0.00005082i, +0.00003128+0.00014899i, -0.00005797-0.00003355i, +0.00008466+0.00018498i, -0.00026898-0.00006869i, +0.00003387+0.00014999i, +0.00002650+0.00001883i, -0.00008424+0.00003204i, +0.00000042-0.00007246i, -0.00002533-0.00004780i, +0.00000250-0.00001125i, -0.00005510+0.00005940i, -0.00003649+0.00000157i, +0.00000742+0.00006062i, -0.00021666+0.00000073i, +0.00007757+0.00009979i, +0.00008608+0.00005021i, +0.00004419-0.00001361i, -0.00008409+0.00005866i, +0.00000092-0.00012957i, -0.00001755+0.00003627i, +0.00005404-0.00009360i, -0.00020755+0.00004170i, -0.00006829+0.00003240i, +0.00007253+0.00010470i, +0.00008939+0.00017349i, +0.00017962-0.00004650i, -0.00003679-0.00014343i, +0.00013001-0.00003728i, +0.00016091-0.00008987i, +0.00013017-0.00011874i
+0.00013229-0.00017003i, -0.00012732-0.00008502i, +0.00015001+0.00022270i, -0.00010908-0.00004153i, +0.00013877-0.00003282i, -0.00015409+0.00009062i, +0.00000772-0.00001393i, +0.00007989-0.00006932i, -0.00004355+0.00010991i, -0.00005087+0.00004516i, -0.00034231-0.00009454i, +0.00006613+0.00001752i, +0.00016221+0.00013749i, -0.00001385+0.00000139i, -0.00010223+0.00007645i, +0.00013521-0.00008926i, -0.00030276-0.00003389i, +0.00033913+0.00006767i, +0.01551206-0.00000000i, -0.00017264+0.00062898i, -0.00010442-0.00010145i, +0.00010145-0.00000354i, +0.00008271-0.00026140i, +0.00018358-0.00010756i, +0.00008478+0.00008095i, +0.00007265-0.00001518i, -0.00021394+0.00006890i, -0.00003436-0.00003840i, +0.00005580-0.00007041i, +0.00008562-0.00016272i, +0.00021294+0.00008512i, +0.00012185+0.00003756i, +0.00012269+0.00011124i, -0.00003776+0.00009720i, +0.00005519+0.00002769i, +0.00001229-0.00006461i, +0.00008921+0.00022922i, -0.00014036-0.00006811i, +0.00008441+0.00010634i, -0.00002040+0.00003731i, -0.00007045+0.00009985i, +0.00000968-0.00005233i, +0.00007877-0.00014663i, +0.00005376-0.00006364i, -0.00001038-0.00000956i, -0.00007095-0.00000788i, +0.00008967-0.00016545i, -0.00020368-0.00003335i, -0.00004646-0.00010941i, -0.00006495+0.00000004i, +0.00001836+0.00016841i, -0.00005974-0.00012485i, +0.00012140-0.00016214i, +0.00010076-0.00005758i, +0.00009146-0.00006077i, -0.00005388-0.00006790i, +0.00007182-0.00014570i, -0.00013278+0.00010465i, +0.00003793+0.00003845i, +0.00004078-0.00005236i, -0.00003935-0.00004290i, +0.00014636-0.00005311i, +0.00031710-0.00013860i, +0.00022678+0.00012021i
-0.00015210-0.00016457i, +0.00013588+0.00043996i, +0.00013850-0.00006860i, +0.00008152+0.00038863i, +0.00001760-0.00030768i, +0.00034338+0.00010547i, -0.00012149-0.00009809i, -0.00034777-0.00022497i, +0.00021869-0.00010441i, -0.00007069-0.00017345i, +0.00005416+0.00055723i, -0.00013583-0.00004808i, +0.00012105-0.00033525i, -0.00005152+0.00000420i, +0.00029009-0.00001516i, -0.00023154+0.00002218i, +0.00012572+0.00033536i, -0.00003316+0.00000888i, -0.00017264-0.00062898i, +0.01548517+0.00000000i, -0.00020004+0.00025518i, -0.00019421+0.00017083i, -0.00029595-0.00012651i, -0.00023317-0.00030141i, +0.00002347-0.00009562i, -0.00014429+0.00025227i, +0.00016495+0.00023745i, -0.00014361-0.00002831i, -0.00018554-0.00007717i, -0.00018039-0.00001863i, +0.00009867-0.00010014i, -0.00011736-0.00010039i, +0.00025445-0.00034551i, +0.00023878+0.00008642i, +0.00024998-0.00012922i, +0.00024888-0.00007200i, +0.00027414-0.00022349i, -0.00009300+0.00031134i, +0.00022949-0.00010794i, +0.00016368+0.00019212i, +0.00027892+0.00025497i, -0.00004728+0.00008314i, -0.00021744-0.00018087i, -0.00001606+0.00012134i, +0.00004096+0.00022280i, -0.00005210-0.00007845i, -0.00006997+0.00022206i, +0.00024705+0.00040468i, +0.00002798+0.00014684i, +0.00013757+0.00016133i, -0.00002014-0.00024947i, +0.00019000+0.00034291i, -0.00024189-0.00014728i, -0.00024771+0.00004807i, -0.00016560-0.00015285i, +0.00022722+0.00018992i, -0.00002850+0.00009588i, -0.00004430-0.00000384i, +0.00034150-0.00024840i, -0.00010387+0.00015675i, -0.00009604+0.00005588i, -0.00025223-0.00008336i, -0.00018431-0.00025391i, -0.00008345-0.00062820i
-0.00002731+0.00025847i, +0.00013097-0.00004861i, -0.00016590-0.00011735i, +0.00018860-0.00005031i, -0.00014914+0.00014518i, +0.00000371-0.00032958i, -0.00009224+0.00011667i, -0.00000969+0.00025107i, -0.00024875-0.00037991i, -0.00016810+0.00004786i, +0.00062896-0.00019604i, -0.00012455-0.00006388i, +0.00000273-0.00015003i, +0.00011583-0.00001421i, -0.00030336-0.00024271i, +0.00008232+0.00018238i, +0.00015593-0.00002990i, -0.00010626+0.00007676i, -0.00010442+0.00010145i, -0.00020004-0.00025518i, +0.01575325-0.00000000i, +0.00036722+0.00036541i, +0.00005127+0.00057389i, -0.00052327+0.00022308i, -0.00018862+0.00009362i, +0.00027811+0.00018866i, +0.00040165-0.00022566i, +0.00006147+0.00016235i, +0.00004297+0.00018663i, +0.00000818+0.00035612i, -0.00002592-0.00011373i, +0.00007869-0.00000906i, -0.00058693-0.00004101i, +0.00000980-0.00032169i, -0.00018416-0.00022720i, -0.00000408+0.00013570i, -0.00015574-0.00043665i, +0.00049660-0.00011599i, -0.00025570-0.00022935i, +0.00011447-0.00003243i, +0.00021597-0.00045114i, +0.00001719-0.00008617i, -0.00014848+0.00031579i, +0.00004306-0.00013673i, +0.00011032-0.00021785i, -0.00007464+0.00004636i, +0.00010123-0.00012831i, +0.00035009-0.00026483i, +0.00006740-0.00017906i, +0.00017205+0.00004533i, -0.00023426+0.00014059i, +0.00026693-0.00002938i, +0.00010737+0.00048072i, +0.00025558+0.00031701i, +0.00000977+0.00023027i, +0.00027655-0.00046106i, +0.00041315-0.00002977i, -0.00008984-0.00009524i, -0.00040475-0.00030824i, +0.00029342-0.00015372i, +0.00012274+0.00039571i, +0.00001733+0.00047435i, -0.00011868+0.00029689i, -0.00043291+0.00026331i
-0.00007520+0.00000012i, +0.00024881+0.00004184i, -0.00000906+0.00001355i, +0.00015057-0.00010841i, -0.00005696+0.00000714i, -0.00002047-0.00016376i, -0.00006404+0.00010878i, -0.00007412+0.00006681i, -0.00019994-0.00021502i, -0.00013809+0.00002234i, +0.00026469-0.00013130i, -0.00008498+0.00001145i, -0.00000951+0.00012786i, +0.00002986-0.00016500i, -0.00012583-0.00008776i, +0.00011364+0.00012360i, +0.00000527-0.00002983i, -0.00013906+0.00015112i, +0.00010145+0.00000354i, -0.00019421-0.00017083i, +0.00036722-0.00036541i, +0.01538151-0.00000000i, -0.00014046-0.00008631i, -0.00008074+0.00018682i, -0.00004232+0.00010798i, +0.00022855+0.00011144i, -0.00001768-0.00008974i, +0.00004803+0.00004412i, +0.00010850+0.00025350i, +0.00036563+0.00020530i, +0.00012409+0.00002666i, +0.00006482+0.00011240i, -0.00020122+0.00006646i, -0.00016790-0.00006965i, -0.00019568-0.00011773i, -0.00009044+0.00010436i, -0.00009205-0.00012781i, +0.00032618-0.00035427i, -0.00011692-0.00008396i, +0.00007010-0.00002394i, +0.00003320-0.00024090i, +0.00005265-0.00004467i, +0.00007293+0.00023259i, +0.00005820-0.00006415i, -0.00010501-0.00014196i, -0.00008795+0.00000379i, +0.00008843-0.00002473i, +0.00012247-0.00019323i, -0.00000444-0.00009717i, -0.00010219-0.00005566i, -0.00009293+0.00013787i, +0.00017149-0.00016193i, +0.00005994+0.00015604i, +0.00040315+0.00028022i, +0.00012635+0.00015408i, +0.00004733-0.00016455i, +0.00008317-0.00000363i, +0.00021245-0.00003619i, -0.00015136-0.00007959i, +0.00022203+0.00001147i, +0.00008306+0.00004735i, +0.00018402+0.00050042i, -0.00009248+0.00015586i, -0.00026893+0.00019304i
-0.00004431-0.00002481i, -0.00008654-0.00016483i, -0.00034362+0.00001755i, +0.00001583-0.00018713i, -0.00005916+0.00016834i, -0.00023723-0.00016168i, +0.00023655+0.00013328i, +0.00011653+0.00017968i, -0.00019266+0.00001949i, +0.00000869+0.00005250i, -0.00003559-0.00039766i, -0.00019978+0.00002376i, +0.00010027+0.00034468i, +0.00009845+0.00001699i, -0.00013172-0.00000746i, +0.00003302-0.00000299i, -0.00017334-0.00011977i, +0.00003976+0.00009206i, +0.00008271+0.00026140i, -0.00029595+0.00012651i, +0.00005127-0.00057389i, -0.00014046+0.00008631i, +0.01594748-0.00000000i, +0.00037452+0.00050200i, +0.00000726+0.00006301i, +0.00010923-0.00012838i, -0.00003139-0.00047828i, +0.00018198-0.00000473i, +0.00015239+0.00017015i, +0.00022252+0.00010392i, -0.00004128-0.00014996i, +0.00010032-0.00003451i, -0.00012796+0.00042673i, -0.00014630-0.00000569i, -0.00023337+0.00005879i, +0.00017203+0.00014874i, -0.00026144+0.00020043i, +0.00003821-0.00034793i, -0.00003950+0.00005262i, -0.00012784-0.00018614i, -0.00027966-0.00028790i, -0.00001136-0.00008558i, +0.00006392+0.00009882i, -0.00004519-0.00004878i, -0.00020347-0.00008285i, +0.00004754+0.00004036i, -0.00005119-0.00006210i, -0.00008551-0.00039904i, -0.00015312-0.00014518i, +0.00003879-0.00002781i, -0.00001550+0.00023271i, -0.00003492-0.00025132i, +0.00012504+0.00022445i, +0.00019854-0.00006627i, +0.00019124+0.00010697i, -0.00029465-0.00035479i, +0.00001782-0.00025825i, -0.00008371+0.00007327i, -0.00056651+0.00035978i, +0.00004613-0.00031077i, +0.00006213+0.00006072i, +0.00031904+0.00016247i, +0.00028483+0.00000602i, +0.00018391+0.00033771i
+0.00012599+0.00002767i, -0.00003690-0.00013805i, -0.00007512+0.00016888i, -0.00028435-0.00006556i, +0.00004158+0.00026441i, -0.00032768+0.00004133i, +0.00008897+0.00006279i, +0.00046123+0.00015617i, -0.00016305+0.00028059i, -0.00005723+0.00013092i, -0.00035561-0.00043385i, +0.00003447+0.00013228i, +0.00009751+0.00013539i, -0.00009673+0.00002240i, -0.00022415+0.00001274i, +0.00022456-0.00008308i, +0.00001199-0.00006737i, +0.00027738+0.00008749i, +0.00018358+0.00010756i, -0.00023317+0.00030141i, -0.00052327-0.00022308i, -0.00008074-0.00018682i, +0.00037452-0.00050200i, +0.01565551-0.00000000i, +0.00001633+0.00011930i, -0.00003407-0.00022460i, -0.00038951-0.00015722i, +0.00016065-0.00017073i, +0.00020651-0.00010677i, +0.00035798-0.00013408i, -0.00011986+0.00004185i, +0.00018444-0.00009636i, +0.00011014+0.00047470i, -0.00024443+0.00005027i, -0.00013421+0.00027963i, +0.00013663-0.00002486i, -0.00019766+0.00039506i, -0.00019276-0.00032751i, -0.00020075+0.00034556i, +0.00000907-0.00030104i, -0.00035815-0.00001047i, -0.00005183-0.00002399i, +0.00031568-0.00000205i, -0.00021124+0.00011464i, -0.00029638-0.00007891i, -0.00001926+0.00002966i, +0.00006327+0.00002654i, -0.00021694-0.00042335i, -0.00027642-0.00006079i, +0.00000019-0.00005731i, +0.00031087+0.00009000i, -0.00021192-0.00016112i, +0.00035649+0.00004594i, +0.00019286-0.00021795i, +0.00019053+0.00006548i, -0.00029834+0.00023373i, -0.00008627-0.00015029i, -0.00001418+0.00016366i, -0.00004000+0.00043648i, -0.00017654-0.00005531i, +0.00007300-0.00008335i, +0.00039706-0.00009827i, +0.00023737+0.00013997i, +0.00050912+0.00020809i
+0.00018140+0.00013626i, -0.00000508-0.00001849i, +0.00002719-0.00000878i, -0.00005146+0.00006086i, -0.00002402-0.00030134i, -0.00002313-0.00000405i, -0.00005017-0.00013231i, +0.00014995-0.00010556i, +0.00042343+0.00018556i, +0.00006645-0.00006198i, -0.00018938+0.00013320i, +0.00015103-0.00018166i, +0.00015541-0.00004362i, +0.00004354+0.00001901i, -0.00004276-0.00017973i, +0.00008102-0.00005059i, -0.00019160-0.00009050i, +0.00001939+0.00011494i, +0.00008478-0.00008095i, +0.00002347+0.00009562i, -0.00018862-0.00009362i, -0.00004232-0.00010798i, +0.00000726-0.00006301i, +0.00001633-0.00011930i, +0.01552526-0.00000000i, -0.00000803+0.00013602i, -0.00006261+0.00008683i, +0.00029870-0.00000453i, +0.00000338+0.00008214i, -0.00007336-0.00014015i, +0.00026769+0.00003895i, -0.00007381+0.00015564i, +0.00012998-0.00012258i, -0.00001439+0.00017535i, +0.00015413+0.00007414i, -0.00003383+0.00000983i, +0.00011320+0.00008728i, -0.00003471+0.00009998i, +0.00003901+0.00000137i, -0.00008962+0.00008820i, -0.00036426+0.00027060i, -0.00005990+0.00001200i, -0.00009174-0.00019093i, -0.00000385+0.00006504i, +0.00003050+0.00002994i, +0.00006732+0.00000199i, +0.00002708+0.00007055i, -0.00018897+0.00010074i, +0.00001849+0.00008638i, +0.00000497-0.00021095i, -0.00006711-0.00004076i, +0.00002814-0.00001399i, -0.00008916-0.00017809i, -0.00001752-0.00006006i, -0.00008358-0.00017179i, +0.00003734+0.00016018i, -0.00006077-0.00005388i, +0.00011983-0.00007521i, +0.00004547+0.00004312i, -0.00013574+0.00002056i, -0.00006322+0.00004756i, -0.00005912-0.00011867i, -0.00001898+0.00015534i, +0.00001312-0.00006587i
